"ID","log2FoldChange","pvalue","padj","sushi6611","sushi6612","sushi6613","sushi6614","sushishctrl1","sushishctrl2","sushishctrl3","sushishctrl4","Gene.name"
"ENSG00000000003",-0.0659907286379914,0.30250506793339,0.449907938732701,1927.67390745158,1755.33232602864,1980.64446742164,1778.56704300499,2095.06465069154,1781.55238235431,2003.69590523913,1903.62954240797,"TSPAN6"
"ENSG00000000419",0.00701590100460703,0.904625499024652,0.94093663581385,4514.43460641126,4043.10521049539,4924.71352763849,4359.60659708009,4543.88431843745,4226.76252303597,4549.92435871453,4418.52556201658,"DPM1"
"ENSG00000000457",0.0578005228157717,0.564496505636908,0.697672172137941,387.394274005543,362.133359030077,317.881210820756,344.068029152751,374.628760296705,347.068427688229,322.061154132288,315.75354451424,"SCYL3"
"ENSG00000000460",0.0993009023139678,0.172645070994584,0.297633760093407,784.086010587219,719.348098582665,814.264947717784,801.413840211177,697.622471520256,771.809393017733,713.28980445406,719.553750479566,"C1orf112"
"ENSG00000000971",0.241196091303137,0.0325205080943571,0.0789790069086612,489.666362343007,476.49126188168,413.245574066983,593.914351860595,431.756899696789,463.08563581064,434.4583354402,341.054309299035,"CFH"
"ENSG00000001036",0.166240568799465,8.02101278437787e-05,0.000425049585430808,8281.97305253984,8205.48694331987,8628.0296337003,8649.3409174707,7730.9753261229,7649.27016264708,7360.93463354031,7340.25787936469,"FUCA2"
"ENSG00000001084",0.039397264443377,0.511745407395227,0.652100289269779,1826.43487051147,1621.91477270177,1645.64657601822,1615.53173072953,1642.43400775241,1640.95525725681,1544.38050085584,1697.17530176404,"GCLC"
"ENSG00000001167",0.222713473842824,6.21942657145595e-05,0.000337879405911682,2403.91060162906,2170.34084444172,2352.3209600736,2439.17765897827,1924.77885055668,2084.37695948738,2001.53442098321,2003.82057095575,"NFYA"
"ENSG00000001460",-0.282368090317126,0.000324340196963117,0.00148343181783437,490.699413740355,464.809540622645,462.150375731715,449.935115045905,547.111796562343,571.237270501023,571.712585691209,580.90555945889,"STPG1"
"ENSG00000001461",-0.342966729305369,1.45173047273582e-12,2.66885891630468e-11,2645.64462860852,2548.45971677363,2737.44627318336,2646.67714732885,3200.27442447009,3435.28919643816,3369.75395498145,3397.38669530226,"NIPAL3"
"ENSG00000001497",0.126170073103516,0.0106400615835072,0.0309840531329126,3973.11567420085,4084.29864861935,4254.71774483166,3832.38850933218,3792.42956171327,3787.27360752141,3536.1882426874,3674.68307734361,"LAS1L"
"ENSG00000001561",-2.02640672048529,5.22313084376449e-59,1.0627884191869e-56,89.875471569286,113.128247982231,118.594144036974,89.987023009181,474.603004246852,404.093835070431,402.036071601379,402.788175373935,"ENPP4"
"ENSG00000001617",-0.11441658212953,0.19842833345251,0.330192980644241,574.376576925552,721.807408321409,636.985041683131,698.722766894817,787.709152881927,751.16226275866,662.494924439907,654.783792630492,"SEMA3F"
"ENSG00000001629",0.0213707101303958,0.708495787199745,0.809020546476562,4639.43382549039,4093.52106013964,3994.29967596697,4386.07336855338,3985.78634122124,4409.63710533061,4090.60895433124,4370.96012422116,"ANKIB1"
"ENSG00000001630",0.0512376131871277,0.50307177044971,0.644579829815563,1278.91762991697,1146.03833825478,1467.14404994195,1399.5628755075,1195.29645514022,1250.62617569243,1367.13879187028,1280.21869811062,"CYP51A1"
"ENSG00000001631",0.101820617727549,0.167814873228369,0.291708874869155,1817.13740793533,1599.78098505307,1476.9250102749,1865.37805343738,1602.88375739851,1673.40074766393,1464.40558338674,1556.50304956058,"KRIT1"
"ENSG00000002016",-0.115466505770115,0.173112378679551,0.298171322211583,513.426544482013,453.12781936361,480.489676355989,446.759102469111,528.435289450777,534.858993377894,474.445794174746,510.063418061465,"RAD52"
"ENSG00000002079",-0.783527689985034,0.0207642694380692,0.0543733560336455,21.6940793443104,13.5262035630928,15.8940605410378,17.9974046018362,25.2682155038833,30.4790970491079,33.5030059667816,28.3368565589703,"MYH16"
"ENSG00000002330",0.122579419611529,0.0785001807962489,0.162518700119971,1642.5517217835,1873.99402092305,1884.05748413379,1594.3583135509,1629.25059096778,1523.9548524554,1745.39853665653,1532.21431536718,"BAD"
"ENSG00000002549",0.212468713706157,1.69121290795733e-05,0.000104100578652059,3754.10877796305,3727.08390906677,4099.44499954614,3824.97781331966,3187.09100768545,3337.95272521682,3336.25094901467,3423.69949067844,"LAP3"
"ENSG00000002586",-0.188812851994126,2.06050737687657e-06,1.52208931890891e-05,14514.372132741,14964.2849328235,15145.8170755674,14419.0970986476,16868.1817759402,16646.5029722079,17416.1593920866,16371.6188769451,"CD99"
"ENSG00000002822",-0.233046444495268,0.000548965407953321,0.00235613005628288,1419.41261995631,1754.71749859395,1622.41679522748,1568.95021293654,1915.98990603359,1743.20771187317,1892.37946605918,1942.08670488086,"MAD1L1"
"ENSG00000002834",-0.20712038420991,7.97674379656208e-06,5.23768149692851e-05,19156.9051124234,20279.4681056843,20717.296605222,20566.7987764631,22565.6150630332,22674.4818111783,24987.8387405793,22953.8658433573,"LASP1"
"ENSG00000002919",0.0138344166978591,0.825927095564357,0.891067697365511,1060.94378507651,1023.07285131757,1058.78895604144,1076.66826353338,985.460404651449,1024.49093952163,1064.53099604129,1100.07725284288,"SNX11"
"ENSG00000003056",0.0954686282408943,0.0640775086774438,0.138154349232789,7811.93466674645,7602.95605732755,8678.15705540665,8021.54909812429,7239.89305089526,7248.12591761366,7659.21946085746,7896.87470463018,"M6PR"
"ENSG00000003137",1.78505786501396,7.61656620965545e-17,2.15453767061754e-15,108.470396721552,100.216871853824,127.152484328303,117.512465341401,28.564069700042,41.2942605181462,29.1800374549388,31.3729483331457,"CYP26B1"
"ENSG00000003249",0.0997595726507987,0.208860868297618,0.342829618630401,869.829276567113,1112.83765678173,1091.79969716514,1110.54573101919,920.641938793661,1004.82700594156,995.363499851802,986.729826607001,"DBNDD1"
"ENSG00000003393",0.213460116355997,0.0012627522321302,0.00489515759763126,2197.30032215944,2047.99018493919,1854.71460313495,2248.61690437059,1794.04330077571,1867.09049342761,1668.66584557132,1871.24456348343,"ALS2"
